input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,matched_veridion_id,matched_company_name,company_legal_names,main_country_code,main_country,main_region,main_city,main_postcode,main_street,main_street_number,linkedin_url,website_url,match_score,match_status,review_needed
357,NOKIA SOLUTIONS AND NETWORKS NORGE AS,NO,Norway,Viken,Bærum,fe6b73d3-2680-11ee-8d0e-696f5907b182,Nokia Siemens Networks Norge AS,,NO,Norway,Trøndelag,Trondheim,7075,Vestre Rosten,77,,,100.0,Matched,False
358,Nokia Solutions and Networks Oy,FI,Finland,Uusimaa,Espoo,1d0e5cd1-0a98-11ec-bfa5-67a4bc68de73,HEXA-X Consortium,Nokia Solutions and Networks OY.,FI,Finland,Uusimaa,Espoo,02610,Karakaari,7,,https://hexa-x.eu/,100.0,Matched,False
359,"NORDEA BANK ABP, FILIAL I NORGE",NO,Norway,Oslo,Oslo,7404600f-02ea-11ed-9330-439ae68059a7,Nordea,Nordea Bank Abp.,NO,Norway,Oslo,Oslo,0368,Essendrops Gate,7,https://www.linkedin.com/company/nordea,https://nordeea.co.uk/,100.0,Matched,False
360,NORDIC COMPUTER A/S,DK,Denmark,North Denmark Region,Nørresundby,901e9ead-2497-11ee-a676-a7f1b3c1dd14,Nordic Computer København,,DK,Denmark,Capital Region Of Denmark,Brøndby,2605,Kornmarksvej,6,,,100.0,Matched,False
361,NORDIX DATA AS,NO,Norway,Troms Og Finnmark,Tromsø,8449aea3-93e4-11eb-86dd-ffbd1b53140e,Nordix Data,,NO,Norway,Troms Og Finnmark,Tromsø,9019,Sykehusvegen,23,,https://www.nordix.no/,100.0,Matched,False
362,DMA Research A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,79db16ca-93e4-11eb-97db-273ba5953680,DMA International,DMA International ApS. | DMA International EOOD,DK,Denmark,Capital Region Of Denmark,Rødovre Municipality,2610,Højnæsvej,58,http://www.linkedin.com/company/dma-international-aps,https://dma-international.com/,81.4,Needs Review,True
363,NORWEGIAN AIR SHUTTLE AS (PS),NO,Norway,Viken,Ullensaker,d3abb197-0550-11ec-a49b-69a31ce8af0d,Norwegian Air Shuttle,,NO,Norway,Viken,Bærum,1336,Oksenøyveien,3,,https://www.norwegianair.ru/,100.0,Matched,False
364,NOVATARIS A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1da9722c-93e5-11eb-86dd-ffbd1b53140e,Novataris,Novataris A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,1051,Nyhavn,43,https://dk.linkedin.com/company/novataris,https://www.novataris.com/en/,100.0,Matched,False
365,Ntt (Thailand) Ltd,TH,Thailand,Bangkok,Bangkok,5212c34c-f8af-11ed-b2ae-8f7420b1f92e,NTT DATA Thailand,NTT Data Thailand Co. Ltd. | NTT DATA Corporation Co. Ltd.,TH,Thailand,Bangkok,Bangkok,10200,,,http://www.linkedin.com/company/nttdatathailand,,100.0,Matched,False
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,SG,Singapore,Central,Singapore,04ffa9f7-93e5-11eb-8ad6-7326edce8d21,Amazon,Amazon Asia-Pacific Holdings Private Limited,SG,Singapore,Central,Singapore,178957,,,http://www.linkedin.com/company/the-instant-entrepreneur-sg,https://www.amazon.sg/,100.0,Matched,False
367,NTT DATA Business Solutions Korlatolt Felelossegu Tarsasag,HU,Hungary,Central Hungary,Budapest,44dda433-8ac1-11ec-b892-9b33177d601b,NTT DATA Business Solutions Hungary,,HU,Hungary,Budapest,Budapest,1117,,,http://www.linkedin.com/company/ntt-data-business-solutions-hungary,,89.5,Matched,False
368,ITELLIGENCE A/S,DK,Denmark,,,12ff4322-f5c3-11ed-9837-d559166cf045,ITELLIGENCE,,CO,Colombia,"Bogota, Capital District",Bogota,,Calle 171,58-90,,,100.0,Matched,False
369,Ntt Malaysia Solutions Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,949c9b55-93e4-11eb-8474-3bbe2d07207d,Malaysia Microelectronic Solutions,MALAYSIA MICROELECTRONIC SOLUTIONS SDN BHD.,MY,Malaysia,Selangor,Petaling Jaya,47410,Persiaran Damansara Indah,1,http://www.linkedin.com/company/malaysia-microelectronic-solutions-sdn.bhd,https://my-ms.com/,100.0,Matched,False
370,Ntt Msc Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,f54e7c57-09a8-11ec-b107-7d1f4b2cae2a,MYNAP,intra-NTT Ltd. | NTT MSC Sdn Bhd.,MY,Malaysia,Selangor,Cyberjaya,63000,Persiaran APEC,,,http://mynap.my/,100.0,Matched,False
371,OCH A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,730ffb2d-0b27-11ec-b2ab-d99f5193142c,OCH,OCH A/S.,DK,Denmark,,,,,,,http://och.dk/da,100.0,Matched,False
372,OK A.M.B.A.,DK,Denmark,Central Denmark Region,Aarhus Municipality,7fc63512-e766-11ed-8e12-21371b75bda2,OK A.M.B.A. O - Vej,,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Haveforeningen Prøvestenen,1,,,100.0,Matched,False
373,Omd (M) Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,a54919b7-93e4-11eb-b4a6-27899be4e45d,OMD World Imaging,OMD World Imaging M Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,55100,,,,https://omdworldimaging.com/,90.0,Matched,False
374,OMD AS,NO,Norway,Oslo,Oslo,c7578028-8aa5-11ec-8962-8b4db591a2d2,OMD Norway,,NO,Norway,Oslo,Oslo,0273,Frøyas Gate,15,http://www.linkedin.com/company/omdnorway,,100.0,Matched,False
375,Media Direction A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,ac63db81-72e7-11ec-8200-bfd1296681fb,New Media Direction,New Media Direction ApS.,DK,Denmark,Capital Region Of Denmark,Copenhagen,1358,Nørre Voldgade,27,,http://www.newmediadirection.dk/,100.0,Matched,False
376,OMEGA EXIM LIMITED,BD,Bangladesh,Dhaka Division,Dhaka Metropolitan,ae195cb6-fc7d-11ef-bee3-2b49a2922b29,Omega Instrumatik Limited,Omega Instrumatik Limited,BD,Bangladesh,Dhaka Division,Dhaka,1215,,,,,100.0,Matched,False
377,OMNICOM MEDIA GROUP AS,NO,Norway,Oslo,Oslo,56287c74-2509-11ec-bde8-71cf682bd51e,Omnicom Media Group AS,,NO,Norway,Oslo,Oslo,0273,Frøyas Gate,15,,,100.0,Matched,False
378,OMNICOM MEDIA GROUP ASIA PACIFIC PTE. LTD.,SG,Singapore,Southwest,Queenstown,c1a538ea-8a9a-11ec-a4f2-5511448670fd,Omnicom Media Group Asia Pacific,,SG,Singapore,Southwest,,138565,Media Circle,29,http://www.linkedin.com/company/omnicom-media-group-asia-pacific,,100.0,Matched,False
379,ON THE SPOT A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,50a6dd3e-c175-11ec-8c4a-c37e31e9be9e,ON THE SPOT,,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Strandlodsvej,6A,,,100.0,Matched,False
380,ONETRUST TECHNOLOGY LIMITED,GB,United Kingdom,England,London,16e25e63-93e5-11eb-b5f6-816dd10ac7b0,ONETRUST,OneTrust LLC. | OneTrust Technology Limited,GB,United Kingdom,England,London,EC4R 0AA,Bush Lane,,http://www.linkedin.com/company/the-cookiepedia-project,https://cookiepedia.co.uk/,100.0,Matched,False
381,Oracle Corporation (Thailand) Co Ltd,TH,Thailand,Bangkok,Bang Rak District,018286d4-2350-11ec-ac8e-3fdce45b5021,Cyklop Signode Packaging Corporation Thailand Co. Ltd.,Cyklop Signode Packaging Corporation Thailand Co. Ltd.,TH,Thailand,Bangkok,Bang Rak,10500,Si Phraya Road,78,,,100.0,Matched,False
382,Oracle Corporation Malaysia Sdn. Bhd.,MY,Malaysia,,,e7d22eb0-a77f-11ed-8bb8-ef0b0dae19c8,Kasan Corporation M Sdn Bhd.,Kasan Corporation M Sdn Bhd. | Kasan Corporation Malaysia Sdn. Bhd. | KASAN CORPORATION CO. LTD.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50480,Sprint Expressway (Penchala Link),,,https://kasan.com.my/,100.0,Matched,False
383,ORACLE DANMARK APS,DK,Denmark,,,e9a40dcd-13d4-11ec-beb1-7f47ddf7321d,Oracle DBA DK,,DK,Denmark,,,,,,,https://oracle-dba.dk/,100.0,Matched,False
384,ORACLE NORGE AS,NO,Norway,Viken,Bærum,147df165-1b04-11ec-9b02-8dfd4ec6ef01,Oracle Norge AS,,NO,Norway,Viken,Bærum,1366,Vollsveien,2B,,,100.0,Matched,False
385,ORACLE SVENSKA AB,SE,Sweden,,,48dba329-0db8-11ec-87a6-f975ffb1d692,Oracle Database,,SE,Sweden,,,,,,https://www.linkedin.com/company/oracledataba-se,https://oracledataba.se/,96.2,Matched,False
386,Orbis Oy,FI,Finland,Uusimaa,Vantaa,80ea7e12-93e4-11eb-be3a-7f925cb94351,Worbis,Orbis Oy.,FI,Finland,Uusimaa,Vantaa,01610,Taivaltie,5,http://www.linkedin.com/company/orbis-oy,https://orbis.fi/,100.0,Matched,False
387,OROGENIC ApS,DK,Denmark,Region Of Southern Denmark,Vejle,5b7b8ba0-9bd7-11ec-ab8f-17d84a047e5e,Orogenic,Orogenic ApS.,NO,Norway,Viken,Skjetten,2013,Hvamsvingen,4,http://www.linkedin.com/company/orogenic-as,https://orogenic.no/,100.0,Matched,False
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",GB,United Kingdom,England,London,72540584-6ccc-11ec-8165-b55f4188a1b4,SSGFC DISSOLUTION,Orrick Herrington & Sutcliffe LLP.,US,United States,Florida,Tallahassee,,,,,https://ssgfcbondholder.com/,95.7,Matched,False
389,P1 SECURITY,FR,France,Ile-de-France,Paris,cd85b2eb-93e4-11eb-b5f6-816dd10ac7b0,P1 Security,P1 Security S.A.S.,FR,France,Ile-de-France,Paris,75001,Rue Saint-Honoré,231,https://www.linkedin.com/company/p1security,https://www.p1sec.com/,100.0,Matched,False
390,"Paco Casa Co.,Ltd.",TH,Thailand,Bangkok,Bang Kapi District,b63e39d1-93e4-11eb-a736-0f5b20ecb2f1,Siam Casa,Siam Casa Co. Ltd.,TH,Thailand,Chon Buri Province,Bang Lamung,20150,Phra Tamnak 4,,,http://siamcasa.com/,100.0,Matched,False
391,PAKISTAN INSTITUTE OF NUCLEAR SCIENCE & TECHNOLOGY (PINSTECH),PK,Pakistan,Islamabad Capital Territory,Islamabad,09d8b5fe-ecdb-11ee-96d4-63842c7d9e5f,Pakistan Institute of Nuclear Science & Technology,,PK,Pakistan,Islamabad Capital Territory,Islamabad,44000,,,http://www.linkedin.com/company/pakistan-institute-nuclear-science-technology,,100.0,Matched,False
392,PARENT AND FAMILY CONSULTING LIMITED,GB,United Kingdom,England,London,482573e7-93e5-11eb-8474-3bbe2d07207d,Family Law Consultancy,Family Law Consultancy Ltd.,GB,United Kingdom,England,Norwich,NR2 4AX,Charing Cross,15,http://www.linkedin.com/company/family-law-consultancy,https://www.flc.uk.com/,100.0,Matched,False
393,PELATRO LIMITED,GB,United Kingdom,England,London,8bcce5c1-8aa9-11ec-aad9-15d72f2b9d1a,Pelatro,Pelatro Limited,IN,India,Karnataka,Bengaluru,560043,7th A Main Road,403,,,100.0,Matched,False
394,Varsta Software,FI,Finland,Pirkanmaa,Tampere,c309a60b-27bf-11ef-815c-4d862d07c012,Varsta Petri,,FI,Finland,Uusimaa,Helsinki,00160,Merisotilaantori,3,,,91.7,Matched,False
395,PING IT A/S,DK,Denmark,North Denmark Region,Aalborg Municipality,00a9eb82-3332-11ec-bf76-93f00859b20f,Ping It,,CH,Switzerland,Zug,Zug,6300,Industriestrasse,47,,https://www.ping-it.ch/,100.0,Matched,False
396,Playable ApS,DK,Denmark,Central Denmark Region,Aarhus,059fe5f2-722e-11ec-b185-63985dd7a405,Playable,,,,,,,,,,https://playable.site/,100.0,Matched,False
397,PLESNER Advokatpartnerselskab,DK,Denmark,Capital Region Of Denmark,Copenhagen,2f383a20-93e5-11eb-be5a-4f810ab55f2e,Jonas Plesner,,DK,Denmark,Capital Region Of Denmark,Copenhagen,1357,,,http://www.linkedin.com/company/jonasplesner,https://jonasplesner.com/,92.4,Matched,False
398,PLP INVEST/EJENDOMME A/S,DK,Denmark,Region Of Southern Denmark,Odense Kommune,602ace8c-0c5e-11ec-b66a-97ea7481e556,PLP Invest Ejendomme,PLP Invest Ejendomme A/S.,DK,Denmark,Region Of Southern Denmark,Odense,5230,Tagtækkervej,8,,https://plp-ejendomme.dk/,100.0,Matched,False
399,"PLURALSIGHT, LLC",US,United States,Utah,Draper,16f3bda9-055e-11ec-912d-93da5cd6dce1,Pluralsight,Pluralsight LLC.,US,United States,Utah,Draper,84020,Future Way,42,https://www.linkedin.com/company/pluralsight,http://tordkalvenes.com/,100.0,Matched,False
400,PM ENERGI A/S,DK,Denmark,North Denmark Region,Brønderslev,e06bcc68-04dc-11ec-9735-8bbb6d946be3,PM INteriør,PM Interiør A/S.,DK,Denmark,North Denmark Region,Aalborg,9310,Industrivej,5,https://www.linkedin.com/company/pm-interioer,https://pmi-as.dk/,100.0,Matched,False
401,Postnord Danmark (B2452),DK,Denmark,Capital Region Of Denmark,Copenhagen,06a6c260-f844-11ed-9e5a-7dd109dcd50e,PostNord Birkerød Postbutik,PostNord AB.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Hedegaardsvej,88,,,100.0,Matched,False
402,POSTEN BRING AS,NO,Norway,Oslo,Oslo,42c3ecf7-1d65-11ee-9df5-e543427f87fa,Posten Bring,,NO,Norway,Oslo,Oslo,0185,Biskop Gunnerus’ Gate,14A,http://www.linkedin.com/company/postenbring,https://www.postenbring.no/,100.0,Matched,False
403,DATA SCANNING A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,93cb1a81-93e4-11eb-a746-fdabd18be9c6,Scanning,Scanning A/S.,DK,Denmark,Capital Region Of Denmark,Albertslund Municipality,2620,Herstedvang,7C,,http://scanning.dk/,100.0,Matched,False
404,PostNord Stralfors AB,SE,Sweden,Kronoberg County,Ljungby,038461e2-f92f-11ed-b63d-550d34b2c25d,PostNord AB TPL,,SE,Sweden,Östergötland County,Norrköping,602 38,Hanholmsvägen,49B,,,100.0,Matched,False
405,PRICEWATERHOUSECOOPERS STATSAUTORISERET REVISIONSPARTNERSELSKAB,DK,Denmark,Capital Region Of Denmark,Copenhagen,01a595d1-1a57-11ee-a05f-c91b1f5d7b9c,Statsautoriseret Revisionsanpartsselskab Thomas Viscovich,,DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2930,Exnersvej,24,,,100.0,Matched,False
406,PRICEWATERHOUSECOOPERS AS,NO,Norway,Oslo,Oslo,57406e11-f97a-11ed-81ea-8b57faaefc37,PWC - PricewaterhouseCoopers Accounting,,NO,Norway,Agder,Kristiansand,4611,Vestre Strandgate,23,,,100.0,Matched,False
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,PK,Pakistan,,,d6682c74-93e4-11eb-919a-b3f9a5ad205c,ProPakistani,,PK,Pakistan,,,,,,https://www.linkedin.com/company/propakistani-pk,https://propakistani.pk/,88.0,Matched,False
408,DRAKA NORSK KABEL AS,NO,Norway,Viken,Drammen,0867ac5b-0574-11ec-b9b6-c767d312e773,Magnussen Spesialsko,,NO,Norway,Viken,Drammen,3013,Svend Haugs Gate,13,http://www.linkedin.com/company/j-a-magnussen-engros,https://www.magnussen-spesialsko.no/no,75.0,Needs Review,True
409,Publicis Groupe Holdings B.V.,NL,Netherlands,,,00f0d873-93e5-11eb-8474-3bbe2d07207d,Publicis Groupe,,NL,Netherlands,North Holland,Amsterdam,1031 HV,Wilgenweg,12A,https://www.linkedin.com/company/publicis-groupe-nl,https://publicisgroupe.nl/,94.8,Matched,False
410,QCC GLOBAL LIMITED,GB,United Kingdom,England,Wells,d9f2b2c1-93e4-11eb-a746-fdabd18be9c6,QCC Global,QCC Global Ltd.,GB,United Kingdom,England,London,EC4A 3DL,Hind Court,1,http://www.linkedin.com/company/qcc-global,https://qccglobal.com/,100.0,Matched,False
411,QCC INTERSCAN LTD,GB,United Kingdom,England,Wells,5a4d70a9-183a-11f0-8286-8d0ea701f907,Interscan Transportation,Interscan Limited,GB,United Kingdom,England,Uxbridge,UB10 0NJ,Uxbridge Road,941,,https://interscanltd.co.uk/,100.0,Matched,False
412,QLIKTECH DENMARK ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,463be1c1-2500-11ec-abad-a332bf576a25,Qliktech,,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,Dampfærgevej,27-29,,http://www.qlikview.com/dk,100.0,Matched,False
413,QlikTech International Markets AB,SE,Sweden,,,c0dcce33-72c6-11ec-9811-497b4def1c79,QlikTech International AB.,QlikTech International AB.,,,,,,,,,https://zejia-mold.com/,100.0,Matched,False
414,QlikTech Nordic AB,SE,Sweden,,,55862ac9-9d66-11ef-aecb-ed811e9ee609,QLIKTECH INTERNATIONAL AB.,QLIKTECH INTERNATIONAL AB.,SE,Sweden,Skåne County,Lund,,,,http://www.linkedin.com/company/qliktech-international-ab,,94.8,Matched,False
415,"QUALTRICS, LLC",US,United States,Oregon,,2f88cb22-93e5-11eb-aa66-9b8d95e2171b,Qualtrics,Qualtrics International Inc,US,United States,Utah,Provo,84604,River Park Drive,333,https://www.linkedin.com/company/qualtrics,https://www.qualtrics.com/,100.0,Matched,False
416,QUESTBACK AS,NO,Norway,Oslo,Oslo,e6d9287a-93e4-11eb-be3a-7f925cb94351,Questback,Questback Deutschland GMBH | Questback Nederland B.V. | Questback OY. | Questback UK Ltd. | Questback Inc. | Questback GmbH | Questback Sweden AB.,NO,Norway,Oslo,Oslo,0366,Bogstadveien,54,http://www.linkedin.com/company/questback,https://www.questback.com/,100.0,Matched,False
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,DE,Germany,Lower Saxony,Hanover,8da48c93-93e4-11eb-8474-3bbe2d07207d,Radio Frequency Systems GmbH,Radio Frequency Systems GmbH | Radio Frequency Systems Inc,DE,Germany,Lower Saxony,Hanover,30179,Kabelkamp,20,https://fr.linkedin.com/company/radio-frequency-systems,https://www.rfsworld.com/,95.7,Matched,False
418,RAJAH & TANN,SG,Singapore,Central,Singapore,d107ada1-93e4-11eb-8859-29e7c34dee35,Rajah & Tann,Rajah & Tann Singapore LLP. | Rajah & Tann Thailand Limited,SG,Singapore,Central,Singapore,018936,Straits View,7,https://www.linkedin.com/company/rajah-&-tann,https://www.rajahtannasia.com/,100.0,Matched,False
419,RAPID7 INTERNATIONAL LIMITED,GB,United Kingdom,England,London,1a62837c-2d2f-11ed-bca0-45d3b4f58bc5,Rapid 7 EMEA Internal Moose,,GB,United Kingdom,England,Camberley,,,,,https://www.emea-internalmoose-swag.com/,100.0,Matched,False
420,Red Hat Asia Pacific Pte Ltd,SG,Singapore,Central,Singapore,9973fa6b-8aae-11ec-be09-3b46a3ec669e,Red Hat Asia Pacific,,SG,Singapore,Central,Singapore,068811,Shenton Way,8,http://www.linkedin.com/company/red-hat-asia-pacific,,100.0,Matched,False
421,RED HAT LIMITED,IE,Ireland,Munster,Cork,1d6c9026-93e5-11eb-a736-0f5b20ecb2f1,Red PR Limited,Red PR Limited,IE,Ireland,Munster,Clonmel,E91 N512,,,https://www.linkedin.com/company/red-pr-ireland,https://redpr.ie/,100.0,Matched,False
422,Red Hat Malaysia Sdn. Bhd.,MY,Malaysia,,,8d744e31-ca8a-11ec-bce4-ef3debe8cbb7,Red Harvest Malaysia,,MY,Malaysia,Selangor,Puchong,47100,Jalan Puteri 1/4,7,,https://redharvestmalaysia.com/,97.7,Matched,False
423,RELOCATION AS,NO,Norway,Rogaland,Stavanger,779a7024-6dde-11ec-b3f0-f59f095d7f84,Oslo Relocation,,NO,Norway,Viken,Nesøya,1397,Halstoppen,54,,http://www.oslorelocation.no/?opi=79508299&sa=U&ved=0ahUKEwjAkLffx7CMAxVAILkGHeW9B6AQ61gIEigP&usg=AOvVaw2wPfl5eyrL8vqUzq1B-Okh,100.0,Matched,False
424,RETAIL FOCUS A/S,DK,Denmark,Capital Region Of Denmark,Kongens Lyngby,0a2d7086-0508-11ec-bab1-43082e0a03df,KS RETAIL,KS Vision ApS.,DK,Denmark,Capital Region Of Denmark,Birkerød,3460,Henrik Thomsens Vej,1,,https://ks-retail.dk/,100.0,Matched,False
425,REVEALCX LLC,US,United States,Delaware,New Castle,168fa5a3-20d1-11ee-955b-359ace42ebb8,RevealCX Inc.,RevealCX Inc.,US,United States,New York,New York,10010,Broadway,1115,,https://aiincx.com/,100.0,Matched,False
426,Rezponz A/S,DK,Denmark,North Denmark Region,Aalborg,5b3bc381-0e3d-11ec-bc47-e10473f2ea30,Rezponz,,,,,,,,,,http://rezponz.org/sjulu/index.php,100.0,Matched,False
427,Rhenus Warehousing Solutions Denmark A/S,DK,Denmark,Central Denmark Region,Horsens,11a58013-c50b-11ef-9531-7716dbb12d27,Rhenus Warehousing Solutions,,DK,Denmark,Central Denmark Region,Horsens,8700,Egeskovvej,20,,,100.0,Matched,False
428,RITTAL A/S,DK,Denmark,Capital Region Of Denmark,Vallensbæk Municipality,83718e53-1b00-11ec-a945-71766a416f0a,Rittal A/S.,Rittal A/S.,DK,Denmark,Capital Region Of Denmark,Vallensbæk Municipality,2665,Delta Park,37,,http://www.rittal.dk/?opi=79508299&sa=U&ved=0ahUKEwj7qtnvvqOMAxVcTWwGHeNXIHUQ61gIEigP&usg=AOvVaw0S8lQM4PcIscN3aJ4j66ru,100.0,Matched,False
429,RTTD LTD,GB,United Kingdom,England,London,b9b2d1d2-9a09-11ec-9faf-49592d66acb7,RTTD,,DE,Germany,Lower Saxony,Osnabrück,49080,Martinistraße,3,,https://www.rttd.de/,100.0,Matched,False
430,BRINTH & HILLERUP A/S,DK,Denmark,Central Denmark Region,Aarhus,8bb3945c-12e7-11ec-92c5-236cf59fc383,Hillerup Grafisk Design,,DK,Denmark,,,,,,,https://hillerup-design.com/,85.0,Matched,False
431,SAGEMCOM BROADBAND SAS,FR,France,Ile-de-France,Rueil-Malmaison,5d42a8d2-f9d6-11ec-be61-8fd2b29bbf2d,Sagemcom Broadband SAS.,Sagemcom Broadband SAS.,,,,,,,,,http://sherproductions.com/0.1/gui/,100.0,Matched,False
432,"SAILPOINT TECHNOLOGIES, INC.",US,United States,Kentucky,,e1d91d63-e674-11ec-8ac8-377cee3b877e,Sailpoint Technologies,SailPoint Technologies Holdings Inc. | SailPoint Technologies Inc. | Sale Point Technology Inc.,FR,France,Ile-de-France,Courbevoie,92400,Esplanade Du Général De Gaulle,110,https://www.linkedin.com/company/sailpoint-technologies,http://francescodibenedetto.com/,100.0,Matched,False
433,SALESFORCE UK LIMITED,GB,United Kingdom,England,London,31fb638d-1105-11ec-a8d6-03ab78afae8c,The Salesforce PM,The Salesforce PM Limited,GB,United Kingdom,England,Richmond,TW9 4QJ,Manor Grove,175,,https://marseillanvacances.com/,100.0,Matched,False
434,SALESFORCE.COM SINGAPORE PTE. LTD.,SG,Singapore,Central,Singapore,0808561b-93e5-11eb-a33a-a3dfba582839,DancingMind,Dancingmind Pte. Ltd.,SG,Singapore,Central,Singapore,178957,Temasek Boulevard,5,https://www.linkedin.com/company/dancingmindglobal,http://dancingmind.com/,79.2,Needs Review,True
435,Salling Group Forsikring A/S,DK,Denmark,Central Denmark Region,Aarhus Municipality,893b17fe-93e4-11eb-8859-29e7c34dee35,Salling Group,Salling Group A/S. | Dansk Supermarked Gruppen A/S.,DK,Denmark,Central Denmark Region,Brabrand,,,,https://dk.linkedin.com/company/sallinggroup,https://www.sallinggroup.com/,100.0,Matched,False
436,Saluran Cekap (M) Sdn. Bhd.,MY,Malaysia,Selangor,Ampang Jaya Municipal Council,0745b020-e6da-11ed-a448-17b90c2a2061,Saluran Intelek Sdn. Bhd.,Saluran Intelek Sdn. Bhd.,MY,Malaysia,Selangor,Kajang,43000,Jalan SC 5/D,,,,100.0,Matched,False
437,SAMSUNG ELECTRONICS NORDIC AKTIEBOLAG,SE,Sweden,Stockholm County,Stockholms Kommun,2d6323ad-1afe-11ec-be37-19557aad561c,Samsung Electronics Nordic AB.,Samsung Electronics Nordic AB.,SE,Sweden,Stockholm County,Stockholms Kommun,164 40,Torshamnsgatan,48,https://se.linkedin.com/company/samsung-electronics-nordic,,100.0,Matched,False
438,SANVARU TECHNOLOGY LIMITED,IN,India,Haryana,Sonipat,425606ac-93e5-11eb-919a-b3f9a5ad205c,Sanvaru Technology,Sanvaru Technology Limited,IN,India,Haryana,Sonipat,131028,NH334B,79,https://in.linkedin.com/company/sanvaru-technology,https://sanvaru.com/,100.0,Matched,False
439,SAP DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,066eca52-93e5-11eb-919a-b3f9a5ad205c,SAP HANA,,DK,Denmark,,,,,,,https://saphana.dk/,98.7,Matched,False
440,SAS INSTITUTE AS,NO,Norway,Oslo,Oslo,06bef23d-ae8e-11ef-9eca-7fabbf10324c,SAS Institute,SAS Institute,IN,India,Andhra Pradesh,Hyderabad,500036,,,,https://sasinstitute.in/,89.7,Matched,False
441,SAVILLE CONSULTING DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Rudersdal Municipality,1930e241-93e5-11eb-b5f6-816dd10ac7b0,Saville Consulting Danmark,Saville Consulting Danmark A/S. | Saville Assessment Nordic A/S.,DK,Denmark,Capital Region Of Denmark,Rudersdal Municipality,2850,Rundforbivej,303,https://www.linkedin.com/company/saville-consulting-danmark,https://www.savilleconsulting.dk/,100.0,Matched,False
442,SCHNEIDER ELECTRIC DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,3d92e128-13e4-11ec-b777-17d8447b66e7,Schneider Electric A/S.,Schneider Electric A/S.,DK,Denmark,,,,,,,https://www.se-app.dk/#&ui-state=dialog,100.0,Matched,False
443,Scrive AB,SE,Sweden,,,ac84e842-93e4-11eb-919a-b3f9a5ad205c,Scrive,Scrive AB. | Scrive GmbH,SE,Sweden,Stockholm County,Stockholm,114 46,Grev Turegatan,11a,https://se.linkedin.com/company/scrive,http://www.scrive.com/,100.0,Matched,False
444,ServiceNow Nederland B.V.,NL,Netherlands,North Holland,Amsterdam,00c02b8a-93e5-11eb-b997-8dd98d09cf25,RTL Telekids,RTL Nederland B.V.,NL,Netherlands,North Holland,Hilversum,1217 WP,Barend En Van Dorpweg,2,http://www.linkedin.com/company/rtl-nederland,https://www.rtl.nl/,100.0,Matched,False
445,SFDC IRELAND LIMITED,IE,Ireland,Leinster,Dublin,d488be11-93e4-11eb-8e19-198fb02d6f96,SFDC,SFDC Limited,IN,India,West Bengal,Bidhannagar,700098,Broadway Road,,,https://wbsfdcltd.com/,75.0,Needs Review,True
446,"SHANDONG SACRED SUN POWER SOURCES CO., LTD",CN,China,Shandong,Qufu,f9694b0b-2abd-11ef-a5ed-2fefabb10411,Shandong Faithwit Power Sources Co. Ltd.,Shandong Faithwit Power Sources Co. Ltd.,CN,China,Shandong,Jining,273160,,,,,100.0,Matched,False
447,"SHENZHEN CENTER POWER TECH. CO., LTD.",CN,China,Guangdong Province,Shenzhen,427adc04-e7a9-11ec-b6b7-8f4fbf416354,Vision_Smart_Batteries_Backup_Power,SHENZHEN CENTER POWER TECH CO.LTD,CN,China,Guangdong Province,Shenzhen,518052,Taoyuan Road,9-12 7f,,https://www.g0t8tt0j.com/,100.0,Matched,False
